"","sampling_cluster_median_date","hen_prevalence_normalized","hen_prevalence_normalized_smooth","ct_threshold","prev_quantile"
"457",2017-12-18,0.0701754385964912,0.0278416283689123,38,0.184
"458",2018-01-22,0,0.0278184251293628,38,0.24
"459",2018-02-14,0,0.0336018278550896,38,0.276
"460",2018-03-07,0,0.0436336643431449,38,0.352
"461",2018-04-27,0.0153295861011753,0.0950468239550662,38,0.496
"462",2018-05-19,0.085348506401138,0.129688311796338,38,0.516
"463",2018-06-06,0.214094558429973,0.160243869209441,38,0.516
"464",2018-06-29,0.234708392603129,0.197544295844544,38,0.492
"465",2018-07-26,0.335681723995027,0.231858156720801,38,0.418
"466",2018-08-30,0.281517747858017,0.249492777399026,38,0.324
"467",2018-09-28,0.28555431131019,0.235343361609177,38,0.3
"468",2018-10-10,0.131578947368421,0.221873925073655,38,0.292
"469",2018-10-27,0.127708978328173,0.197296244441527,38,0.31
"470",2018-11-28,0.115886045388701,0.146332647046575,38,0.392
"471",2019-01-03,0.0799467021985343,0.100530981519716,38,0.5
"472",2019-01-25,0.151405912040375,0.0826469859966636,38,0.558
"473",2019-02-26,0.0408348457350272,0.0703866256397594,38,0.644
"474",2019-03-10,0.0734394124847001,0.069929442317558,38,0.674
"475",2019-03-25,0.0986842105263158,0.0720236368994122,38,0.712
"476",2019-05-02,0.103199174406605,0.0867619682292398,38,0.776
"477",2019-06-05,0.102695763799743,0.103884994349463,38,0.784
"478",2019-07-01,0.125065138092757,0.1106427749022,38,0.756
"479",2019-07-15,0.0676691729323308,0.10906333751894,38,0.722
"480",2019-07-25,0.0889547813194959,0.105493302799153,38,0.714
"481",2019-08-28,0.131578947368421,0.0847008012256146,38,0.65
"482",2019-09-24,0.0496004408928079,0.066763028447099,38,0.592
"483",2019-10-28,0.0591049817056009,0.0503200215649144,38,0.484
"484",2019-11-27,0.0086281276962899,0.0436498481591981,38,0.438
"485",2019-12-18,0.014756517461879,0.043682442566645,38,0.428
"486",2020-01-28,0.102087114337568,0.0534447888221704,38,0.476
"487",2020-02-25,0.0956937799043062,0.0673742072278117,38,0.54
"488",2020-03-25,0.121457489878543,0.0878816306237431,38,0.598
"489",2020-04-28,0.0614035087719298,0.116595535245434,38,0.674
"490",2020-05-26,0.100250626566416,0.137514356774897,38,0.73
"491",2020-06-25,0.122504537205082,0.151728637618443,38,0.762
"492",2020-07-20,0.218623481781377,0.157159412316362,38,0.806
"493",2020-08-05,0.179880079946702,0.158126419576623,38,0.816
"494",2020-08-25,0.156331422615946,0.157335345418275,38,0.806
"495",2020-09-25,0.132808657156911,0.153733327989889,38,0.758
"496",2017-07-17,1,0.758739860855091,39,0.47
"497",2017-08-08,0.263157894736842,0.551322985286285,39,0.476
"498",2017-09-06,0.251196172248804,0.27366736279434,39,0.144
"499",2017-10-08,0,0.107104741783281,39,0.158
"500",2017-10-31,0.157894736842105,0.0581967952413392,39,0.15
"501",2017-11-23,0.169172932330827,0.0365909493355666,39,0.148
"502",2017-12-18,0.0701754385964912,0.0277370191255442,39,0.162
"503",2018-01-22,0,0.0279042504514438,39,0.416
"504",2018-02-14,0,0.0338729861451747,39,0.462
"505",2018-03-07,0,0.0441575044128403,39,0.49
"506",2018-04-27,0.0153295861011753,0.0964457584131006,39,0.564
"507",2018-05-19,0.085348506401138,0.131170531814945,39,0.566
"508",2018-06-06,0.214094558429973,0.161308230437925,39,0.542
"509",2018-06-29,0.234708392603129,0.19740579646278,39,0.5
"510",2018-07-26,0.335681723995027,0.229831740307003,39,0.424
"511",2018-08-30,0.281517747858017,0.24579921174151,39,0.34
"512",2018-09-28,0.28555431131019,0.232275793824575,39,0.316
"513",2018-10-10,0.131578947368421,0.219755664073049,39,0.332
"514",2018-10-27,0.127708978328173,0.197023263818434,39,0.384
"515",2018-11-28,0.115886045388701,0.149664018362345,39,0.452
"516",2019-01-03,0.0799467021985343,0.106330446375898,39,0.57
"517",2019-01-25,0.151405912040375,0.0891091983107817,39,0.64
"518",2019-02-26,0.0408348457350272,0.0773470739927316,39,0.728
"519",2019-03-10,0.0734394124847001,0.0770739707084068,39,0.744
"520",2019-03-25,0.120614035087719,0.079432096824574,39,0.768
"521",2019-05-02,0.134158926728586,0.0948280767195188,39,0.81
"522",2019-06-05,0.102695763799743,0.112081338344382,39,0.81
"523",2019-07-01,0.140698280354351,0.118491729506061,39,0.774
"524",2019-07-15,0.0676691729323308,0.116604940310111,39,0.756
"525",2019-07-25,0.0889547813194959,0.112782437685512,39,0.748
"526",2019-08-28,0.131578947368421,0.0909964176564642,39,0.744
"527",2019-09-24,0.0578671810416093,0.0721973082828877,39,0.726
"528",2019-10-28,0.0591049817056009,0.0547873519005665,39,0.672
"529",2019-11-27,0.0258843830888697,0.0475461981188621,39,0.636
"530",2019-12-18,0.014756517461879,0.0473672854441423,39,0.616
"531",2020-01-28,0.102087114337568,0.0569588008468257,39,0.576
"532",2020-02-25,0.102529049897471,0.0707639652024076,39,0.56
"533",2020-03-25,0.121457489878543,0.0910102563693212,39,0.55
"534",2020-04-28,0.0701754385964912,0.119371568047522,39,0.558
"535",2020-05-26,0.100250626566416,0.140405216110938,39,0.612
"536",2020-06-25,0.122504537205082,0.155543054374057,39,0.674
"537",2020-07-20,0.218623481781377,0.162327590460709,39,0.72
"538",2020-08-05,0.179880079946702,0.164361654242553,39,0.732
"539",2020-08-25,0.187597707139135,0.165035322502009,39,0.746
"540",2020-09-25,0.132808657156911,0.163802235368136,39,0.762
"541",2017-07-17,1,0.758474261689824,40,0.628
"542",2017-08-08,0.263157894736842,0.551257706632344,40,0.634
"543",2017-09-06,0.251196172248804,0.273893807202128,40,0.138
"544",2017-10-08,0,0.107318395936726,40,0.134
"545",2017-10-31,0.157894736842105,0.0583375177915972,40,0.134
"546",2017-11-23,0.169172932330827,0.0366754574445587,40,0.134
"547",2017-12-18,0.0701754385964912,0.0277781154583902,40,0.17
"548",2018-01-22,0,0.0278865292726934,40,0.5
"549",2018-02-14,0,0.0337978413450781,40,0.596
"550",2018-03-07,0,0.0440022172917787,40,0.614
"551",2018-04-27,0.0153295861011753,0.0959822393790963,40,0.64
"552",2018-05-19,0.085348506401138,0.13063128218091,40,0.646
"553",2018-06-06,0.214094558429973,0.160837423471351,40,0.634
"554",2018-06-29,0.234708392603129,0.197240661374267,40,0.552
"555",2018-07-26,0.335681723995027,0.230293590298575,40,0.526
"556",2018-08-30,0.281517747858017,0.247241800508317,40,0.488
"557",2018-09-28,0.28555431131019,0.234358782775511,40,0.486
"558",2018-10-10,0.131578947368421,0.221988881041844,40,0.514
"559",2018-10-27,0.127708978328173,0.199335198800003,40,0.542
"560",2018-11-28,0.130371801062289,0.151812653386223,40,0.548
"561",2019-01-03,0.0799467021985343,0.108129533596411,40,0.586
"562",2019-01-25,0.151405912040375,0.0907544727243622,40,0.622
"563",2019-02-26,0.0408348457350272,0.0789744049050153,40,0.68
"564",2019-03-10,0.0734394124847001,0.0787827149985017,40,0.712
"565",2019-03-25,0.120614035087719,0.0813092442326369,40,0.754
"566",2019-05-02,0.144478844169247,0.0973594764648138,40,0.79
"567",2019-06-05,0.102695763799743,0.115152821206727,40,0.788
"568",2019-07-01,0.140698280354351,0.121569092246927,40,0.74
"569",2019-07-15,0.0676691729323308,0.119440542106051,40,0.722
"570",2019-07-25,0.0889547813194959,0.11534796471812,40,0.704
"571",2019-08-28,0.142543859649123,0.0924185556876308,40,0.674
"572",2019-09-24,0.0578671810416093,0.0728555273232196,40,0.662
"573",2019-10-28,0.0591049817056009,0.0549079265322295,40,0.604
"574",2019-11-27,0.0258843830888697,0.0475291253983525,40,0.556
"575",2019-12-18,0.014756517461879,0.047406107455503,40,0.54
"576",2020-01-28,0.102087114337568,0.0574516031134892,40,0.578
"577",2020-02-25,0.102529049897471,0.0719077298903226,40,0.624
"578",2020-03-25,0.121457489878543,0.0931805164388146,40,0.646
"579",2020-04-28,0.0701754385964912,0.123022500287748,40,0.644
"580",2020-05-26,0.112781954887218,0.145038583454602,40,0.666
"581",2020-06-25,0.122504537205082,0.160594681328828,40,0.714
"582",2020-07-20,0.218623481781377,0.167242290816118,40,0.734
"583",2020-08-05,0.199866755496336,0.169006667635257,40,0.738
"584",2020-08-25,0.187597707139135,0.169205630265618,40,0.742
"585",2020-09-25,0.132808657156911,0.167086511548826,40,0.698
