"","site","site_code","date","sampling_cluster","sampling_cluster_median_date","sampling_group_month","sampling_group_year","accession_update","sample_id","ct_hev","Nml_hev","preservative","bff_present_update","nbff_over_sheet","nnonbff_over_sheet"
"727","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","59",0,NA,"VTM","bff_present",2,0
"728","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","60",0,NA,"VTM","bff_present",1,0
"729","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","61",0,NA,"VTM","bff_present",1,0
"730","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","62",0,NA,"VTM","bff_present",1,0
"731","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","63",0,NA,"VTM","bff_present",2,0
"732","Redcliffe","RED","2020-01-24",36,2020-01-28,"Jan","2020","ARRED022","64",0,NA,"VTM","bff_present",1,0
"733","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","1",0,NA,"VTM","bff_present",2,0
"734","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","2",0,NA,"VTM","bff_present",3,0
"735","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","3",0,NA,"VTM","bff_present",2,0
"736","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","4",0,NA,"VTM","bff_present",1,0
"737","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","6",0,NA,"VTM","bff_present",3,0
"738","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","7",0,NA,"VTM","bff_present",2,0
"739","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","8",0,NA,"VTM","bff_present",2,0
"740","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","9",0,NA,"VTM","bff_present",1,0
"741","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","11",0,NA,"VTM","bff_present",1,0
"742","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","12",0,NA,"VTM","bff_present",1,0
"743","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","13",0,NA,"VTM","bff_present",2,0
"744","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","14",0,NA,"VTM","bff_present",2,0
"745","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","15",0,NA,"VTM","bff_present",1,0
"746","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","16",38,203.3243866,"VTM","bff_present",1,0
"747","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","17",0,NA,"VTM","bff_present",1,0
"748","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","19",0,NA,"VTM","bff_present",1,0
"749","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","20",0,NA,"VTM","bff_present",2,0
"750","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","21",0,NA,"VTM","bff_present",2,0
"751","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","22",0,NA,"VTM","bff_present",2,0
"752","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","24",0,NA,"VTM","bff_present",3,0
"753","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","26",0,NA,"VTM","bff_present",2,0
"754","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","27",0,NA,"VTM","bff_present",3,0
"755","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","28",0,NA,"VTM","bff_present",1,0
"756","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","29",0,NA,"VTM","bff_present",2,0
"757","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","30",0,NA,"VTM","bff_present",1,0
"758","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","32",0,NA,"VTM","bff_present",3,0
"759","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","34",0,NA,"VTM","bff_present",3,0
"760","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","35",0,NA,"VTM","bff_present",1,0
"761","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","36",0,NA,"VTM","bff_present",3,0
"762","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","40",0,NA,"VTM","bff_present",2,0
"763","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","41",0,NA,"VTM","bff_present",3,0
"764","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","42",0,NA,"VTM","bff_present",3,0
"765","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","43",0,NA,"VTM","bff_present",3,0
"766","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","44",0,NA,"VTM","bff_present",3,0
"767","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","45",0,NA,"VTM","bff_present",2,0
"768","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","46",0,NA,"VTM","bff_present",1,0
"769","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","47",0,NA,"VTM","bff_present",2,0
"770","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","49",0,NA,"VTM","bff_present",3,0
"771","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","50",0,NA,"VTM","bff_present",2,0
"772","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","51",0,NA,"VTM","bff_present",4,0
"773","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","52",0,NA,"VTM","bff_present",1,0
"774","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","53",0,NA,"VTM","bff_present",2,0
"775","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","54",0,NA,"VTM","bff_present",1,0
"776","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","55",0,NA,"VTM","bff_present",2,0
"777","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","56",0,NA,"VTM","bff_present",1,0
"778","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","57",0,NA,"VTM","bff_present",2,0
"779","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","58",0,NA,"VTM","bff_present",3,0
"780","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","59",0,NA,"VTM","bff_present",4,0
"781","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","60",0,NA,"VTM","bff_present",4,0
"782","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","61",0,NA,"VTM","bff_present",1,0
"783","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","63",36,699.1807631,"VTM","bff_present",3,0
"784","Redcliffe","RED","2020-02-26",37,2020-02-25,"Feb","2020","ARRED023","64",0,NA,"VTM","bff_present",1,0
"785","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","3",0,NA,"VTM","bff_present",2,0
"786","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","4",0,NA,"VTM","bff_present",1,0
"787","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","5",0,NA,"VTM","bff_present",3,0
"788","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","6",0,NA,"VTM","bff_present",2,0
"789","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","7",0,NA,"VTM","bff_present",2,0
"790","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","8",0,NA,"VTM","bff_present",3,0
"791","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","9",0,NA,"VTM","bff_present",2,0
"792","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","10",0,NA,"VTM","bff_present",3,0
"793","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","11",0,NA,"VTM","bff_present",2,0
"794","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","12",37,377.0417746,"VTM","bff_present",2,0
"795","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","13",0,NA,"VTM","bff_present",1,0
"796","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","14",0,NA,"VTM","bff_present",1,0
"797","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","24",0,NA,"VTM","bff_present",4,0
"798","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","25",0,NA,"VTM","bff_present",3,0
"799","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","26",0,NA,"VTM","bff_present",3,0
"800","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","28",0,NA,"VTM","bff_present",5,0
"801","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","31",0,NA,"VTM","bff_present",4,0
"802","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","34",0,NA,"VTM","bff_present",5,0
"803","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","40",0,NA,"VTM","bff_present",3,0
"804","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","41",0,NA,"VTM","bff_present",1,0
"805","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","43",0,NA,"VTM","bff_present",2,0
"806","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","44",0,NA,"VTM","bff_present",2,0
"807","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","45",0,NA,"VTM","bff_present",3,0
"808","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","46",0,NA,"VTM","bff_present",2,0
"809","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","50",0,NA,"VTM","bff_present",3,0
"810","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","51",0,NA,"VTM","bff_present",2,0
"811","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","53",0,NA,"VTM","bff_present",1,0
"812","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","56",0,NA,"VTM","bff_present",1,0
"813","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","57",0,NA,"VTM","bff_present",3,0
"814","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","58",0,NA,"VTM","bff_present",3,0
"815","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","59",0,NA,"VTM","bff_present",1,0
"816","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","60",0,NA,"VTM","bff_present",1,0
"817","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","61",0,NA,"VTM","bff_present",1,0
"818","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","62",0,NA,"VTM","bff_present",3,0
"819","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","63",0,NA,"VTM","bff_present",1,0
"820","Redcliffe","RED","2020-04-03",38,2020-03-25,"Mar","2020","ARRED024","64",0,NA,"VTM","bff_present",3,0
"821","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","14",0,NA,"VTM","bff_present",1,0
"822","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","17",37,377.0417746,"VTM","bff_present",2,0
"823","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","18",0,NA,"VTM","bff_present",3,0
"824","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","20",0,NA,"VTM","bff_present",4,0
"825","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","21",0,NA,"VTM","bff_present",3,0
"826","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","22",0,NA,"VTM","bff_present",1,0
"827","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","23",0,NA,"VTM","bff_present",1,0
"828","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","24",0,NA,"VTM","bff_present",2,0
"829","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","25",0,NA,"VTM","bff_present",1,0
"830","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","26",0,NA,"VTM","bff_present",1,0
"831","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","27",0,NA,"VTM","bff_present",1,0
"832","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","28",0,NA,"VTM","bff_present",2,0
"833","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","29",0,NA,"VTM","bff_present",5,0
"834","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","31",0,NA,"VTM","bff_present",6,0
"835","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","35",0,NA,"VTM","bff_present",4,0
"836","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","39",0,NA,"VTM","bff_present",2,0
"837","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","41",0,NA,"VTM","bff_present",2,0
"838","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","42",0,NA,"VTM","bff_present",2,0
"839","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","43",0,NA,"VTM","bff_present",2,0
"840","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","45",0,NA,"VTM","bff_present",3,0
"841","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","46",0,NA,"VTM","bff_present",3,0
"842","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","47",0,NA,"VTM","bff_present",2,0
"843","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","48",0,NA,"VTM","bff_present",2,0
"844","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","52",0,NA,"VTM","bff_present",2,0
"845","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","56",0,NA,"VTM","bff_present",2,0
"846","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","57",0,NA,"VTM","bff_present",1,0
"847","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","58",0,NA,"VTM","bff_present",2,0
"848","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","60",0,NA,"VTM","bff_present",1,0
"849","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","61",0,NA,"VTM","bff_present",2,0
"850","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","62",0,NA,"VTM","bff_present",1,0
"851","Redcliffe","RED","2020-04-24",39,2020-04-28,"Apr","2020","ARRED025","63",0,NA,"VTM","bff_present",2,0
"852","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","2",0,NA,"VTM","bff_present",4,0
"853","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","3",38,203.3243866,"VTM","bff_present",1,0
"854","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","4",0,NA,"VTM","bff_present",2,0
"855","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","5",0,NA,"VTM","bff_present",1,0
"856","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","6",0,NA,"VTM","bff_present",2,0
"857","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","7",0,NA,"VTM","bff_present",1,0
"858","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","8",0,NA,"VTM","bff_not_present",0,0
"859","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","10",0,NA,"VTM","bff_not_present",0,0
"860","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","11",0,NA,"VTM","bff_present",1,0
"861","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","12",0,NA,"VTM","bff_present",3,0
"862","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","13",0,NA,"VTM","bff_present",6,0
"863","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","17",0,NA,"VTM","bff_not_present",0,0
"864","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","19",0,NA,"VTM","bff_not_present",0,0
"865","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","20",0,NA,"VTM","bff_not_present",0,0
"866","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","21",0,NA,"VTM","bff_not_present",0,0
"867","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","23",0,NA,"VTM","bff_present",2,0
"868","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","24",0,NA,"VTM","bff_present",1,0
"869","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","27",37,377.0417746,"VTM","bff_present",2,0
"870","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","29",0,NA,"VTM","bff_not_present",0,2
"871","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","31",0,NA,"VTM","bff_not_present",0,1
"872","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","33",0,NA,"VTM","bff_present",7,0
"873","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","34",0,NA,"VTM","bff_present",7,0
"874","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","36",0,NA,"VTM","bff_present",1,0
"875","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","37",35,1296.550601,"VTM","bff_present",1,0
"876","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","38",0,NA,"VTM","bff_not_present",0,0
"877","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","41",0,NA,"VTM","bff_not_present",0,0
"878","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","42",0,NA,"VTM","bff_present",6,0
"879","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","43",0,NA,"VTM","bff_present",7,0
"880","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","44",0,NA,"VTM","bff_present",4,2
"881","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","49",0,NA,"VTM","bff_present",3,0
"882","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","50",0,NA,"VTM","bff_present",4,0
"883","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","51",0,NA,"VTM","bff_present",2,0
"884","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","52",0,NA,"VTM","bff_present",2,0
"885","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","53",0,NA,"VTM","bff_present",3,0
"886","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","57",0,NA,"VTM","bff_present",1,0
"887","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","59",0,NA,"VTM","bff_not_present",0,0
"888","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","61",0,NA,"VTM","bff_present",2,0
"889","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","63",0,NA,"VTM","bff_present",2,0
"890","Redcliffe","RED","2020-05-22",40,2020-05-26,"May","2020","ARRED026","64",0,NA,"VTM","bff_present",6,0
"891","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","2",0,NA,"VTM","bff_not_present",0,0
"892","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","4",0,NA,"VTM","bff_not_present",0,0
"893","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","5",0,NA,"VTM","bff_not_present",0,0
"894","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","11",0,NA,"VTM","bff_not_present",0,0
"895","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","12",0,NA,"VTM","bff_not_present",0,0
"896","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","13",0,NA,"VTM","bff_not_present",0,0
"897","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","15",0,NA,"VTM","bff_present",1,2
"898","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","17",0,NA,"VTM","bff_not_present",0,3
"899","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","18",0,NA,"VTM","bff_not_present",0,3
"900","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","20",0,NA,"VTM","bff_not_present",0,2
"901","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","25",0,NA,"VTM","bff_present",4,0
"902","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","26",0,NA,"VTM","bff_present",5,0
"903","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","31",0,NA,"VTM","bff_present",3,0
"904","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","33",0,NA,"VTM","bff_present",5,0
"905","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","34",0,NA,"VTM","bff_present",3,0
"906","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","36",0,NA,"VTM","bff_present",3,0
"907","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","37",37,377.0417746,"VTM","bff_present",2,0
"908","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","38",0,NA,"VTM","bff_present",2,0
"909","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","41",0,NA,"VTM","bff_not_present",0,6
"910","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","43",0,NA,"VTM","bff_present",5,6
"911","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","44",0,NA,"VTM","bff_present",3,0
"912","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","45",33,4458.507185,"VTM","bff_present",2,0
"913","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","46",38,203.3243866,"VTM","bff_present",2,2
"914","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","48",0,NA,"VTM","bff_present",3,2
"915","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","49",0,NA,"VTM","bff_present",3,0
"916","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","50",0,NA,"VTM","bff_present",3,0
"917","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","52",0,NA,"VTM","bff_not_present",0,3
"918","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","53",0,NA,"VTM","bff_present",2,5
"919","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","54",0,NA,"VTM","bff_present",1,1
"920","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","55",0,NA,"VTM","bff_present",2,0
"921","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","56",0,NA,"VTM","bff_present",1,0
"922","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","57",0,NA,"VTM","bff_present",1,0
"923","Redcliffe","RED","2020-06-24",41,2020-06-25,"Jun","2020","ARRED027","62",0,NA,"VTM","bff_present",3,0
"924","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","1",0,NA,"VTM","bff_present",1,0
"925","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","2",0,NA,"VTM","bff_present",1,0
"926","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","3",0,NA,"VTM","bff_present",2,0
"927","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","4",32,8267.790642,"VTM","bff_present",3,0
"928","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","5",0,NA,"VTM","bff_present",1,0
"929","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","6",0,NA,"VTM","bff_present",2,0
"930","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","8",0,NA,"VTM","bff_not_present",0,4
"931","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","9",0,NA,"VTM","bff_not_present",0,3
"932","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","10",0,NA,"VTM","bff_present",3,1
"933","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","11",0,NA,"VTM","bff_present",5,0
"934","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","12",0,NA,"VTM","bff_present",3,0
"935","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","13",0,NA,"VTM","bff_present",2,0
"936","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","14",0,NA,"VTM","bff_present",1,0
"937","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","17",0,NA,"VTM","bff_not_present",0,0
"938","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","18",0,NA,"VTM","bff_present",1,0
"939","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","19",0,NA,"VTM","bff_present",1,0
"940","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","20",0,NA,"VTM","bff_present",4,0
"941","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","21",0,NA,"VTM","bff_present",2,0
"942","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","22",0,NA,"VTM","bff_present",2,0
"943","Redcliffe","RED","2020-08-05",43,2020-08-05,"Aug","2020","ARRED028","25",0,NA,"VTM","bff_present",2,0
