"","site","site_code","date","sampling_cluster","sampling_cluster_median_date","sampling_group_month","sampling_group_year","accession_update","sample_id","ct_hev","Nml_hev","preservative","bff_present_update","nbff_over_sheet","nnonbff_over_sheet"
"3027","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","40",0,NA,"VTM","bff_present",3,0
"3028","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","41",0,NA,"VTM","bff_present",1,0
"3029","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","42",0,NA,"VTM","bff_present",2,0
"3030","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","45",0,NA,"VTM",NA,NA,NA
"3031","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","47",0,NA,"VTM",NA,NA,NA
"3032","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","49",0,NA,"VTM",NA,NA,NA
"3033","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","51",0,NA,"VTM",NA,NA,NA
"3034","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","52",0,NA,"VTM",NA,NA,NA
"3035","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","53",0,NA,"VTM",NA,NA,NA
"3036","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","54",0,NA,"VTM",NA,NA,NA
"3037","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","55",0,NA,"VTM",NA,NA,NA
"3038","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","56",0,NA,"VTM",NA,NA,NA
"3039","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","57",0,NA,"VTM",NA,NA,NA
"3040","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","58",0,NA,"VTM",NA,NA,NA
"3041","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","59",0,NA,"VTM",NA,NA,NA
"3042","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","60",0,NA,"VTM",NA,NA,NA
"3043","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","61",0,NA,"VTM",NA,NA,NA
"3044","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","62",0,NA,"VTM",NA,NA,NA
"3045","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","63",0,NA,"VTM",NA,NA,NA
"3046","Sunnybank","SUN","2019-11-25",34,2019-11-27,"Nov","2019","ARSUN028","64",0,NA,"VTM",NA,NA,NA
"3047","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","1",0,NA,"VTM","bff_present",1,0
"3048","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","2",0,NA,"VTM","bff_present",3,0
"3049","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","3",0,NA,"VTM","bff_present",1,0
"3050","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","4",0,NA,"VTM","bff_present",2,0
"3051","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","5",0,NA,"VTM","bff_present",1,0
"3052","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","6",0,NA,"VTM","bff_present",1,0
"3053","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","7",0,NA,"VTM","bff_present",1,0
"3054","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","8",0,NA,"VTM","bff_present",1,0
"3055","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","9",0,NA,"VTM","bff_present",1,0
"3056","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","10",0,NA,"VTM","bff_present",2,0
"3057","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","11",0,NA,"VTM","bff_present",2,0
"3058","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","12",0,NA,"VTM","bff_present",1,0
"3059","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","13",0,NA,"VTM","bff_present",1,0
"3060","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","14",0,NA,"VTM","bff_present",1,0
"3061","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","15",0,NA,"VTM","bff_present",1,0
"3062","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","17",0,NA,"VTM","bff_present",1,0
"3063","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","18",0,NA,"VTM",NA,NA,NA
"3064","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","19",0,NA,"VTM",NA,NA,NA
"3065","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","20",0,NA,"VTM",NA,NA,NA
"3066","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","21",0,NA,"VTM",NA,NA,NA
"3067","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","22",0,NA,"VTM",NA,NA,NA
"3068","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","24",0,NA,"VTM","bff_present",4,0
"3069","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","25",0,NA,"VTM","bff_present",6,0
"3070","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","26",0,NA,"VTM","bff_present",2,0
"3071","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","27",0,NA,"VTM","bff_present",1,0
"3072","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","28",0,NA,"VTM","bff_present",3,0
"3073","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","29",0,NA,"VTM","bff_present",1,0
"3074","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","30",0,NA,"VTM","bff_present",3,0
"3075","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","31",0,NA,"VTM","bff_present",3,0
"3076","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","32",0,NA,"VTM","bff_present",2,0
"3077","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","33",0,NA,"VTM","bff_present",1,0
"3078","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","34",0,NA,"VTM","bff_present",2,0
"3079","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","35",0,NA,"VTM","bff_present",2,0
"3080","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","36",0,NA,"VTM","bff_present",2,0
"3081","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","37",0,NA,"VTM","bff_present",2,0
"3082","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","38",0,NA,"VTM","bff_present",4,0
"3083","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","39",0,NA,"VTM","bff_present",3,0
"3084","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","40",0,NA,"VTM","bff_present",5,0
"3085","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","41",0,NA,"VTM","bff_present",3,0
"3086","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","42",0,NA,"VTM","bff_present",3,0
"3087","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","43",0,NA,"VTM","bff_present",2,0
"3088","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","45",0,NA,"VTM","bff_present",1,0
"3089","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","46",0,NA,"VTM","bff_present",1,0
"3090","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","49",0,NA,"VTM","bff_present",1,0
"3091","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","50",0,NA,"VTM","bff_present",1,0
"3092","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","51",0,NA,"VTM","bff_present",1,0
"3093","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","52",0,NA,"VTM","bff_present",1,0
"3094","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","53",0,NA,"VTM","bff_present",2,0
"3095","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","54",0,NA,"VTM","bff_present",2,0
"3096","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","55",0,NA,"VTM","bff_present",2,0
"3097","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","56",0,NA,"VTM","bff_present",1,0
"3098","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","57",0,NA,"VTM","bff_present",1,1
"3099","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","58",0,NA,"VTM","bff_present",2,2
"3100","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","59",0,NA,"VTM","bff_present",2,2
"3101","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","60",0,NA,"VTM","bff_present",2,1
"3102","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","61",0,NA,"VTM","bff_present",2,2
"3103","Sunnybank","SUN","2019-12-16",35,2019-12-18,"Dec","2019","ARSUN029","64",0,NA,"VTM","bff_present",2,2
"3104","Toowoomba","TOW","2018-04-29",11,2018-04-27,"Apr","2018","ARTOW001","24",0,NA,"VTM","bff_present",2,0
"3105","Toowoomba","TOW","2018-08-29",16,2018-08-30,"Aug","2018","ARTOW005","22",0,NA,"AVL","bff_present",8,0
"3106","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","1",0,NA,"VTM","bff_present",2,0
"3107","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","2",39,109.6451613,"VTM","bff_present",3,0
"3108","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","3",0,NA,"VTM","bff_present",4,0
"3109","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","4",0,NA,"VTM","bff_present",2,0
"3110","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","5",0,NA,"VTM","bff_present",1,0
"3111","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","6",0,NA,"VTM","bff_present",1,0
"3112","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","7",0,NA,"VTM","bff_present",1,0
"3113","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","9",0,NA,"VTM","bff_present",1,0
"3114","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","10",31,15331.67028,"VTM","bff_present",2,0
"3115","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","11",0,NA,"VTM","bff_present",5,0
"3116","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","12",0,NA,"VTM","bff_present",2,0
"3117","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","14",0,NA,"VTM","bff_present",3,0
"3118","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","15",0,NA,"VTM","bff_not_present",0,1
"3119","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","16",0,NA,"VTM","bff_not_present",0,2
"3120","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","17",0,NA,"VTM","bff_not_present",0,4
"3121","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","18",0,NA,"VTM","bff_not_present",0,3
"3122","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","19",0,NA,"VTM","bff_not_present",0,2
"3123","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","21",0,NA,"VTM","bff_not_present",0,4
"3124","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","22",0,NA,"VTM","bff_not_present",0,3
"3125","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","23",0,NA,"VTM","bff_present",1,3
"3126","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","24",0,NA,"VTM","bff_not_present",0,3
"3127","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","26",0,NA,"VTM","bff_present",1,0
"3128","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","27",0,NA,"VTM","bff_present",2,0
"3129","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","28",0,NA,"VTM","bff_present",1,0
"3130","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","31",0,NA,"VTM","bff_present",2,0
"3131","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","32",0,NA,"VTM","bff_present",1,1
"3132","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","33",0,NA,"VTM","bff_present",1,1
"3133","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","35",0,NA,"VTM","bff_present",1,0
"3134","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","36",0,NA,"VTM","bff_present",1,0
"3135","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","38",0,NA,"VTM","bff_present",2,0
"3136","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","39",0,NA,"VTM","bff_present",3,0
"3137","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","40",0,NA,"VTM","bff_present",1,0
"3138","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","41",0,NA,"VTM","bff_present",2,0
"3139","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","42",0,NA,"VTM","bff_present",2,0
"3140","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","44",0,NA,"VTM","bff_present",1,0
"3141","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","45",0,NA,"VTM","bff_present",2,0
"3142","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","46",0,NA,"VTM","bff_present",3,0
"3143","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","47",0,NA,"VTM","bff_present",2,0
"3144","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","48",0,NA,"VTM","bff_present",2,0
"3145","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","49",0,NA,"VTM","bff_present",1,0
"3146","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","50",0,NA,"VTM","bff_present",3,0
"3147","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","51",0,NA,"VTM","bff_present",1,0
"3148","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","52",0,NA,"VTM","bff_present",4,0
"3149","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","53",0,NA,"VTM","bff_present",2,0
"3150","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","54",0,NA,"VTM","bff_present",1,0
"3151","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","56",0,NA,"VTM","bff_present",1,0
"3152","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","57",0,NA,"VTM","bff_present",1,0
"3153","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","58",0,NA,"VTM","bff_present",1,0
"3154","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","59",0,NA,"VTM","bff_present",3,0
"3155","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","61",0,NA,"VTM","bff_present",2,0
"3156","Toowoomba","TOW","2019-11-26",34,2019-11-27,"Nov","2019","ARTOW020","63",0,NA,"VTM","bff_present",1,0
"3157","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","6",0,NA,"VTM","bff_not_present",0,0
"3158","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","7",0,NA,"VTM","bff_not_present",0,0
"3159","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","8",0,NA,"VTM","bff_present",2,0
"3160","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","9",0,NA,"VTM","bff_present",1,0
"3161","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","10",0,NA,"VTM","bff_not_present",0,0
"3162","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","11",0,NA,"VTM","bff_present",1,0
"3163","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","12",0,NA,"VTM","bff_present",1,0
"3164","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","13",0,NA,"VTM","bff_present",2,0
"3165","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","14",0,NA,"VTM","bff_present",3,0
"3166","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","15",0,NA,"VTM","bff_present",2,0
"3167","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","16",0,NA,"VTM","bff_not_present",0,2
"3168","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","17",0,NA,"VTM","bff_not_present",0,2
"3169","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","18",0,NA,"VTM","bff_not_present",0,2
"3170","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","19",0,NA,"VTM","bff_not_present",0,5
"3171","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","21",0,NA,"VTM","bff_present",3,0
"3172","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","24",0,NA,"VTM","bff_not_present",0,7
"3173","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","25",0,NA,"VTM","bff_present",2,0
"3174","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","27",0,NA,"VTM","bff_present",1,0
"3175","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","28",0,NA,"VTM","bff_present",3,0
"3176","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","29",0,NA,"VTM","bff_present",1,0
"3177","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","31",0,NA,"VTM","bff_present",2,0
"3178","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","32",0,NA,"VTM","bff_not_present",0,0
"3179","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","33",0,NA,"VTM","bff_not_present",0,0
"3180","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","35",0,NA,"VTM","bff_present",2,0
"3181","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","39",0,NA,"VTM","bff_present",2,0
"3182","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","40",0,NA,"VTM","bff_present",3,0
"3183","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","41",37,377.0417746,"VTM","bff_present",2,0
"3184","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","42",0,NA,"VTM","bff_present",1,0
"3185","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","43",0,NA,"VTM","bff_present",2,0
"3186","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","44",0,NA,"VTM","bff_present",1,0
"3187","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","47",0,NA,"VTM","bff_present",2,0
"3188","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","48",0,NA,"VTM","bff_present",1,0
"3189","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","50",0,NA,"VTM","bff_present",1,0
"3190","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","52",0,NA,"VTM","bff_present",1,0
"3191","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","53",0,NA,"VTM","bff_present",1,0
"3192","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","54",0,NA,"VTM","bff_present",2,0
"3193","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","55",0,NA,"VTM","bff_present",3,0
"3194","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","56",0,NA,"VTM","bff_present",2,0
"3195","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","58",0,NA,"VTM","bff_present",3,0
"3196","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","61",0,NA,"VTM","bff_present",2,0
"3197","Toowoomba","TOW","2019-12-18",35,2019-12-18,"Dec","2019","ARTOW021","62",0,NA,"VTM","bff_present",2,0
"3198","Burleigh","BUR","2019-01-23",22,2019-01-25,"Jan","2019","ARBUR008","11",0,NA,"VTM","bff_not_present",0,0
"3199","Burleigh","BUR","2019-01-23",22,2019-01-25,"Jan","2019","ARBUR008","14",0,NA,"VTM","bff_present",2,0
"3200","Burleigh","BUR","2019-01-23",22,2019-01-25,"Jan","2019","ARBUR008","15",0,NA,"VTM","bff_not_present",0,0
"3201","Burleigh","BUR","2019-01-23",22,2019-01-25,"Jan","2019","ARBUR008","36",0,NA,"VTM","bff_present",2,0
"3202","Burleigh","BUR","2019-03-06",24,2019-03-10,"Mar","2019","ARBUR009","10",38,203.3243866,"VTM","bff_present",2,0
"3203","Burleigh","BUR","2019-03-06",24,2019-03-10,"Mar","2019","ARBUR009","12",0,NA,"VTM","bff_present",3,0
"3204","Burleigh","BUR","2019-03-06",24,2019-03-10,"Mar","2019","ARBUR009","3",0,NA,"VTM","bff_present",1,0
"3205","Burleigh","BUR","2019-03-06",24,2019-03-10,"Mar","2019","ARBUR009","4",0,NA,"VTM","bff_present",1,0
"3206","Burleigh","BUR","2019-03-23",25,2019-03-25,"Mar","2019","ARBUR010","15",0,NA,"VTM","bff_not_present",0,0
"3207","Burleigh","BUR","2019-03-23",25,2019-03-25,"Mar","2019","ARBUR010","6",0,NA,"VTM","bff_present",0,0
"3208","Burleigh","BUR","2019-03-23",25,2019-03-25,"Mar","2019","ARBUR010","8",0,NA,"VTM","bff_not_present",0,0
"3209","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","10",0,NA,"VTM","bff_not_present",0,0
"3210","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","12",0,NA,"VTM","bff_not_present",0,0
"3211","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","13",0,NA,"VTM","bff_not_present",0,0
"3212","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","14",0,NA,"VTM","bff_not_present",0,0
"3213","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","15",0,NA,"VTM","bff_not_present",0,0
"3214","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","16",0,NA,"VTM","bff_not_present",0,0
"3215","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","17",0,NA,"VTM","bff_not_present",0,0
"3216","Burleigh","BUR","2019-06-07",27,2019-06-05,"Jun","2019","ARBUR011","8",0,NA,"VTM","bff_present",1,0
"3217","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","1",0,NA,"VTM","bff_not_present",0,3
"3218","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","10",0,NA,"VTM","bff_present",1,1
"3219","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","15",0,NA,"VTM","bff_not_present",0,6
"3220","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","2",0,NA,"VTM","bff_not_present",0,2
"3221","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","3",0,NA,"VTM","bff_present",3,1
"3222","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","38",0,NA,"VTM","bff_present",3,0
"3223","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","4",0,NA,"VTM","bff_present",4,0
"3224","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","40",0,NA,"VTM",NA,NA,NA
"3225","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","43",0,NA,"VTM",NA,NA,NA
"3226","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","44",38,203.3243866,"VTM","bff_present",3,0
"3227","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","45",0,NA,"VTM",NA,NA,NA
"3228","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","46",0,NA,"VTM","bff_present",2,2
"3229","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","47",0,NA,"VTM","bff_not_present",0,3
"3230","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","48",0,NA,"VTM","bff_present",3,0
"3231","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","49",0,NA,"VTM","bff_present",3,0
"3232","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","51",0,NA,"VTM","bff_present",3,0
"3233","Clunes","CLU","2019-01-26",22,2019-01-25,"Jan","2019","ARCLU013","52",0,NA,"VTM",NA,NA,NA
